Attaching to worker
[36mworker           |[0m 2022-02-02T16:05:24.479Z	INFO	worker/main.go:68	s3 storage configured	{"endpoint": "https://na-storage-1.transcoder.odysee.com"}
[36mworker           |[0m 2022-02-02T16:18:35.109Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000019.ts", "ctype": "video/mp2t", "size": 172020, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:35.157Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000020.ts", "ctype": "video/mp2t", "size": 169012, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:35.283Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000021.ts", "ctype": "video/mp2t", "size": 170892, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:35.397Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000022.ts", "ctype": "video/mp2t", "size": 183112, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:35.444Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000023.ts", "ctype": "video/mp2t", "size": 189692, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:35.881Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000024.ts", "ctype": "video/mp2t", "size": 190068, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:36.084Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000025.ts", "ctype": "video/mp2t", "size": 180480, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:36.145Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000026.ts", "ctype": "video/mp2t", "size": 187624, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:36.200Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000027.ts", "ctype": "video/mp2t", "size": 199656, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:36.265Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000028.ts", "ctype": "video/mp2t", "size": 188188, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:36.338Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000029.ts", "ctype": "video/mp2t", "size": 191760, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:36.477Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000030.ts", "ctype": "video/mp2t", "size": 181984, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:36.519Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000031.ts", "ctype": "video/mp2t", "size": 179540, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:36.580Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000032.ts", "ctype": "video/mp2t", "size": 179164, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:36.651Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000033.ts", "ctype": "video/mp2t", "size": 179916, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:36.709Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000034.ts", "ctype": "video/mp2t", "size": 177472, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:36.746Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000035.ts", "ctype": "video/mp2t", "size": 169952, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:36.791Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000036.ts", "ctype": "video/mp2t", "size": 170328, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:36.996Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000037.ts", "ctype": "video/mp2t", "size": 185744, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:37.171Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000038.ts", "ctype": "video/mp2t", "size": 177284, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:37.628Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000039.ts", "ctype": "video/mp2t", "size": 181608, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:37.673Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000040.ts", "ctype": "video/mp2t", "size": 185556, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:37.703Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000041.ts", "ctype": "video/mp2t", "size": 179540, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:37.781Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000042.ts", "ctype": "video/mp2t", "size": 186684, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:37.831Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000043.ts", "ctype": "video/mp2t", "size": 187624, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:37.889Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000044.ts", "ctype": "video/mp2t", "size": 160364, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:37.920Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000045.ts", "ctype": "video/mp2t", "size": 188000, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:37.964Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000046.ts", "ctype": "video/mp2t", "size": 175780, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.014Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000047.ts", "ctype": "video/mp2t", "size": 169200, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.044Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000048.ts", "ctype": "video/mp2t", "size": 156980, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.083Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000049.ts", "ctype": "video/mp2t", "size": 155852, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.142Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000050.ts", "ctype": "video/mp2t", "size": 155852, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.178Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000051.ts", "ctype": "video/mp2t", "size": 161304, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.224Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000052.ts", "ctype": "video/mp2t", "size": 169764, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.358Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000053.ts", "ctype": "video/mp2t", "size": 171644, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.409Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000054.ts", "ctype": "video/mp2t", "size": 179352, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.452Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000055.ts", "ctype": "video/mp2t", "size": 162620, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.481Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000056.ts", "ctype": "video/mp2t", "size": 169764, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.515Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000057.ts", "ctype": "video/mp2t", "size": 162432, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.532Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000058.ts", "ctype": "video/mp2t", "size": 165064, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.575Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000059.ts", "ctype": "video/mp2t", "size": 163184, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.592Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000060.ts", "ctype": "video/mp2t", "size": 166944, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.629Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000061.ts", "ctype": "video/mp2t", "size": 160176, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.691Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000062.ts", "ctype": "video/mp2t", "size": 161304, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.718Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000063.ts", "ctype": "video/mp2t", "size": 149084, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.762Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000064.ts", "ctype": "video/mp2t", "size": 222216, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.781Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000065.ts", "ctype": "video/mp2t", "size": 227856, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.820Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000066.ts", "ctype": "video/mp2t", "size": 154348, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.841Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000067.ts", "ctype": "video/mp2t", "size": 193264, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.880Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000068.ts", "ctype": "video/mp2t", "size": 126712, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.915Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000069.ts", "ctype": "video/mp2t", "size": 151528, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:38.968Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000070.ts", "ctype": "video/mp2t", "size": 171644, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:39.022Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000071.ts", "ctype": "video/mp2t", "size": 221276, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:39.098Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000072.ts", "ctype": "video/mp2t", "size": 199092, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:39.134Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000073.ts", "ctype": "video/mp2t", "size": 154912, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:39.178Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000074.ts", "ctype": "video/mp2t", "size": 153972, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:39.247Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000075.ts", "ctype": "video/mp2t", "size": 149836, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:39.296Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000076.ts", "ctype": "video/mp2t", "size": 150212, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:39.327Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000077.ts", "ctype": "video/mp2t", "size": 154536, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:39.387Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000078.ts", "ctype": "video/mp2t", "size": 158108, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:39.431Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000079.ts", "ctype": "video/mp2t", "size": 165628, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:39.484Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000080.ts", "ctype": "video/mp2t", "size": 191384, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:39.528Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000081.ts", "ctype": "video/mp2t", "size": 218268, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:39.582Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000082.ts", "ctype": "video/mp2t", "size": 178412, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:39.613Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000083.ts", "ctype": "video/mp2t", "size": 195332, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:39.639Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000084.ts", "ctype": "video/mp2t", "size": 240264, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:39.694Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000085.ts", "ctype": "video/mp2t", "size": 212816, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:40.125Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000086.ts", "ctype": "video/mp2t", "size": 155476, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:40.996Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000087.ts", "ctype": "video/mp2t", "size": 166192, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:41.246Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000088.ts", "ctype": "video/mp2t", "size": 191948, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:41.304Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000089.ts", "ctype": "video/mp2t", "size": 198340, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:41.362Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000090.ts", "ctype": "video/mp2t", "size": 196460, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:41.420Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000091.ts", "ctype": "video/mp2t", "size": 181984, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:41.473Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000092.ts", "ctype": "video/mp2t", "size": 173712, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:41.516Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000093.ts", "ctype": "video/mp2t", "size": 188188, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:41.560Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000094.ts", "ctype": "video/mp2t", "size": 196648, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:41.609Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000095.ts", "ctype": "video/mp2t", "size": 209808, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:41.668Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000096.ts", "ctype": "video/mp2t", "size": 262072, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:41.756Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000097.ts", "ctype": "video/mp2t", "size": 199844, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:41.834Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000098.ts", "ctype": "video/mp2t", "size": 199656, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:41.876Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000099.ts", "ctype": "video/mp2t", "size": 234436, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:41.915Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000100.ts", "ctype": "video/mp2t", "size": 158672, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:41.985Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000101.ts", "ctype": "video/mp2t", "size": 158672, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:42.037Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000102.ts", "ctype": "video/mp2t", "size": 159988, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:42.067Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000103.ts", "ctype": "video/mp2t", "size": 179916, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:42.108Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000104.ts", "ctype": "video/mp2t", "size": 251544, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:42.167Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000105.ts", "ctype": "video/mp2t", "size": 280684, "bucket": "t-na"}
